A,1001,∑ﬁ›∫≥,º√›,101,1,1000001,¿€≥,10000,0,,,,7,
A,1002,∑ﬁ›∫≥,º√›,102,1,1000002,ºﬁ€≥,11000,0,,,,7,
A,1003,∑ﬁ›∫≥,º√›,103,1,1000003,ªÃﬁ€≥,12000,0,,,,7,
A,1004,∑ﬁ›∫≥,º√›,104,1,1000004,º€≥,13000,0,,,,7,
A,1005,∑ﬁ›∫≥,º√›,105,1,1000005,∫ﬁ€≥,14000,0,,,,7,
A,1006,∑ﬁ›∫≥,º√›,106,1,1000006,€∏€≥,15000,0,,,,7,
A,1007,∑ﬁ›∫≥,º√›,107,1,1000007,º¡∫ﬁ,16000,0,,,,7,
A,1008,∑ﬁ›∫≥,º√›,108,1,1000008, ¡€≥,17000,0,,,,7,
A,1009,∑ﬁ›∫≥,º√›,109,1,1000009,∏ºﬁ≠≥,18000,0,,,,7,
A,1010,∑ﬁ›∫≥,º√›,110,1,1000010,ºﬁ≠≥≤¡,19000,0,,,,7,
A,1011,∑ﬁ›∫≥,º√›,111,1,1000011,ºﬁ≠≥∆,20000,0,,,,7,
A,1012,∑ﬁ›∫≥,º√›,112,1,1000012,ºﬁ≠≥ª›,21000,0,,,,7,
A,1013,∑ﬁ›∫≥,º√›,113,1,1000013,ºﬁ≠≥º,22000,0,,,,7,
A,1014,∑ﬁ›∫≥,º√›,114,1,1000014,ºﬁ≠≥∫ﬁ,23000,0,,,,7,
A,1015,∑ﬁ›∫≥,º√›,115,1,1000015,ºﬁ≠≥€∏,24000,0,,,,7,
A,1016,∑ﬁ›∫≥,º√›,116,1,1000016,ºﬁ≠≥º¡,25000,0,,,,7,
A,1017,∑ﬁ›∫≥,º√›,117,1,1000017,ºﬁ≠≥ ¡,26000,0,,,,7,
A,1018,∑ﬁ›∫≥,º√›,118,1,1000018,ºﬁ≠≥∑≠≥,27000,0,,,,7,
A,1019,∑ﬁ›∫≥,º√›,119,1,1000019,∆ºﬁ≠≥,28000,0,,,,7,
A,1020,∑ﬁ›∫≥,º√›,120,1,1000020,∆ºﬁ≠≥≤¡,29000,0,,,,7,
A,1021,∑ﬁ›∫≥,º√›,121,1,1000021,∆ºﬁ≠≥∆,30000,0,,,,7,
A,1022,∑ﬁ›∫≥,º√›,122,1,1000022,∆ºﬁ≠≥ª›,31000,0,,,,7,
A,1023,∑ﬁ›∫≥,º√›,123,1,1000023,∆ºﬁ≠≥º,32000,0,,,,7,
A,1024,∑ﬁ›∫≥,º√›,124,1,1000024,∆ºﬁ≠≥∫ﬁ,33000,0,,,,7,
A,1025,∑ﬁ›∫≥,º√›,125,1,1000025,∆ºﬁ≠≥€∏,34000,0,,,,7,
A,1026,∑ﬁ›∫≥,º√›,126,1,1000026,∆ºﬁ≠≥º¡,35000,0,,,,7,
A,1027,∑ﬁ›∫≥,º√›,127,1,1000027,∆ºﬁ≠≥ ¡,36000,0,,,,7,
A,1028,∑ﬁ›∫≥,º√›,128,1,1000028,∆ºﬁ≠≥∑≠≥,37000,0,,,,7,
A,1029,∑ﬁ›∫≥,º√›,129,1,1000029,ª›ºﬁ≠≥,38000,0,,,,7,
A,1030,∑ﬁ›∫≥,º√›,130,1,1000030,ª›ºﬁ≠≥≤¡,39000,0,,,,7,
